Timestamp (Unix),ax,ay,az,gx,gy,gz
2023-12-24 18:25:50.213,.32, 1.22
2023-12-24 18:25:50.214,0.47, -0.79, -0.44, -0.85, 2.44, 2.08
2023-12-24 18:25:50.215,0.47, -0.79, -0.44, -0.67, 2.20, 1.83
2023-12-24 18:25:50.216,0.47, -0.79, -0.44, -0.43, 2.26, 1.53
2023-12-24 18:25:50.217,0.47, -0.79, -0.44, -0.31, 2.20, 1.59
2023-12-24 18:25:50.218,0.47, -0.79, -0.43, -0.31, 2.20, 1.59
2023-12-24 18:25:50.219,0.47, -0.79, -0.43, -0.37, 2.01, 1.83
2023-12-24 18:25:50.219,0.47, -0.79, -0.43, -0.49, 2.01, 1.83
2023-12-24 18:25:50.220,0.47, -0.79, -0.43, -0.31, 2.08, 1.77
2023-12-24 18:25:50.221,0.47, -0.79, -0.44, -0.24, 2.20, 1.46
2023-12-24 18:25:50.223,0.47, -0.79, -0.44, -0.31, 2.26, 1.22
2023-12-24 18:25:50.224,0.47, -0.79, -0.43, -0.61, 2.32, 1.40
2023-12-24 18:25:50.225,0.47, -0.79, -0.43, -0.92, 2.50, 2.01
2023-12-24 18:25:50.225,0.47, -0.79, -0.43, -0.85, 2.50, 2.26
2023-12-24 18:25:50.226,0.47, -0.79, -0.44, -0.85, 2.50, 2.56
2023-12-24 18:25:50.227,0.46, -0.79, -0.44, -0.61, 2.38, 2.26
2023-12-24 18:25:50.228,0.47, -0.79, -0.43, -0.31, 2.14, 1.40
2023-12-24 18:25:50.228,0.47, -0.79, -0.43, -0.06, 2.01, 0.79
2023-12-24 18:25:50.229,0.47, -0.79, -0.43, -0.18, 2.08, 0.85
2023-12-24 18:25:50.230,0.47, -0.79, -0.43, -0.55, 2.14, 1.71
2023-12-24 18:25:50.230,0.47, -0.79, -0.43, -0.73, 2.20, 2.44
2023-12-24 18:25:50.231,0.46, -0.79, -0.43, -0.79, 2.38, 2.50
2023-12-24 18:25:50.232,0.46, -0.79, -0.43, -0.73, 2.32, 2.32
2023-12-24 18:25:50.232,0.46, -0.79, -0.43, -0.43, 2.32, 1.59
2023-12-24 18:25:50.233,0.47, -0.79, -0.43, -0.24, 2.26, 0.98
2023-12-24 18:25:50.234,0.47, -0.79, -0.43, -0.43, 2.14, 0.98
2023-12-24 18:25:50.235,0.47, -0.79, -0.44, -0.61, 2.26, 1.77
2023-12-24 18:25:50.235,0.47, -0.79, -0.44, -0.92, 2.38, 2.32
2023-12-24 18:25:50.236,0.46, -0.79, -0.43, -0.67, 2.44, 2.56
2023-12-24 18:25:50.237,0.47, -0.79, -0.43, -0.37, 2.26, 2.08
2023-12-24 18:25:50.238,0.47, -0.79, -0.43, -0.31, 2.14, 1.65
2023-12-24 18:25:50.239,0.47, -0.79, -0.43, -0.18, 1.83, 1.04
2023-12-24 18:25:50.240,0.47, -0.79, -0.44, -0.18, 1.95, 0.92
2023-12-24 18:25:50.241,0.47, -0.79, -0.43, -0.43, 2.08, 1.40
2023-12-24 18:25:50.242,0.47, -0.79, -0.43, -0.67, 2.44, 2.14
2023-12-24 18:25:50.243,0.47, -0.79, -0.43, -0.73, 2.44, 2.26
2023-12-24 18:25:50.243,0.46, -0.79, -0.44, -0.67, 2.32, 1.89
2023-12-24 18:25:50.244,0.47, -0.79, -0.43, -0.61, 2.20, 1.46
2023-12-24 18:25:50.245,0.47, -0.79, -0.44, -0.55, 2.14, 1.28
2023-12-24 18:25:50.246,0.47, -0.79, -0.44, -0.55, 2.08, 1.46
2023-12-24 18:25:50.246,0.47, -0.79, -0.43, -0.49, 2.20, 1.71
2023-12-24 18:25:50.247,0.47, -0.79, -0.43, -0.61, 2.26, 2.01
2023-12-24 18:25:50.248,0.47, -0.79, -0.44, -0.49, 2.26, 2.01
2023-12-24 18:25:50.248,0.47, -0.79, -0.43, -0.37, 2.20, 1.53
2023-12-24 18:25:50.249,0.47, -0.79, -0.44, -0.31, 2.08, 1.16
2023-12-24 18:25:50.250,0.47, -0.79, -0.44, -0.31, 2.20, 1.22
2023-12-24 18:25:50.251,0.47, -0.79, -0.43, -0.43, 2.26, 1.65
2023-12-24 18:25:50.251,0.47, -0.79, -0.43, -0.55, 2.20, 1.89
2023-12-24 18:25:50.252,0.47, -0.79, -0.43, -0.67, 2.38, 2.14
2023-12-24 18:25:50.253,0.47, -0.79, -0.44, -0.61, 2.32, 2.01
2023-12-24 18:25:50.253,0.47, -0.79, -0.43, -0.49, 2.26, 1.65
2023-12-24 18:25:50.254,0.47, -0.79, -0.44, -0.43, 2.26, 1.40
2023-12-24 18:25:50.256,0.47, -0.79, -0.43, -0.49, 2.26, 1.65
2023-12-24 18:25:50.257,0.47, -0.79, -0.43, -0.55, 2.08, 1.95
2023-12-24 18:25:50.258,0.47, -0.79, -0.43, -0.55, 2.26, 1.95
2023-12-24 18:25:50.259,0.47, -0.79, -0.44, -0.37, 2.26, 1.77
2023-12-24 18:25:50.259,0.47, -0.79, -0.43, -0.43, 2.20, 1.53
2023-12-24 18:25:50.260,0.47, -0.79, -0.43, -0.55, 2.20, 1.34
2023-12-24 18:25:50.261,0.47, -0.79, -0.43, -0.61, 2.20, 1.59
2023-12-24 18:25:50.261,0.47, -0.79, -0.44, -0.55, 2.32, 1.89
2023-12-24 18:25:50.262,0.47, -0.79, -0.44, -0.67, 2.38, 2.14
2023-12-24 18:25:50.263,0.47, -0.79, -0.43, -0.55, 2.44, 1.77
2023-12-24 18:25:50.263,0.47, -0.79, -0.43, -0.43, 2.26, 1.28
2023-12-24 18:25:50.264,0.47, -0.79, -0.43, -0.37, 2.26, 0.92
2023-12-24 18:25:50.265,0.47, -0.79, -0.43, -0.43, 2.20, 1.16
2023-12-24 18:25:50.265,0.47, -0.79, -0.43, -0.73, 2.14, 1.95
2023-12-24 18:25:50.267,0.47, -0.79, -0.43, -0.79, 2.08, 2.75
2023-12-24 18:25:50.267,0.46, -0.79, -0.44, -0.67, 2.14, 2.69
2023-12-24 18:25:50.269,0.46, -0.79, -0.43, -0.12, 2.26, 1.59
2023-12-24 18:25:50.270,0.47, -0.79, -0.43, 0.06, 2.14, 0.31
2023-12-24 18:25:50.273,0.48, -0.79, -0.43, -0.12, 2.20, -0.67
2023-12-24 18:25:50.274,0.48, -0.79, -0.42, -0.18, 2.50, -0.98
2023-12-24 18:25:50.275,0.48, -0.78, -0.43, -0.85, 2.69, 1.10
2023-12-24 18:25:50.276,0.47, -0.79, -0.44, -2.56, 1.95, 5.55
2023-12-24 18:25:50.277,0.46, -0.79, -0.44, -2.32, 2.62, 6.71
2023-12-24 18:25:50.278,0.45, -0.80, -0.44, 0.12, 3.17, 3.05
2023-12-24 18:25:50.279,0.46, -0.79, -0.43, 1.89, 2.26, -2.20
2023-12-24 18:25:50.279,0.47, -0.79, -0.43, 1.10, 0.85, -4.15
2023-12-24 18:25:50.280,0.48, -0.78, -0.43, -0.92, 0.98, -0.85
2023-12-24 18:25:50.281,0.47, -0.79, -0.44, -1.95, 2.14, 4.88
2023-12-24 18:25:50.281,0.47, -0.79, -0.44, -2.14, 3.17, 6.77
2023-12-24 18:25:50.282,0.46, -0.80, -0.44, -1.22, 3.97, 6.53
2023-12-24 18:25:50.283,0.46, -0.80, -0.43, -0.18, 2.75, 1.83
2023-12-24 18:25:50.284,0.46, -0.79, -0.43, 0.43, 1.40, -2.62
2023-12-24 18:25:50.285,0.48, -0.79, -0.43, 0.24, 1.34, -2.56
2023-12-24 18:25:50.286,0.48, -0.78, -0.43, -0.18, 2.26, 1.04
2023-12-24 18:25:50.287,0.47, -0.79, -0.43, -0.98, 2.62, 5.00
2023-12-24 18:25:50.289,0.46, -0.79, -0.43, -1.40, 2.69, 5.86
2023-12-24 18:25:50.290,0.46, -0.80, -0.44, -1.10, 1.89, 4.58
2023-12-24 18:25:50.291,0.46, -0.80, -0.44, -0.06, 1.83, 0.61
2023-12-24 18:25:50.291,0.47, -0.79, -0.43, 0.67, 2.08, -1.83
2023-12-24 18:25:50.292,0.48, -0.79, -0.43, 0.18, 2.26, -1.04
2023-12-24 18:25:50.293,0.47, -0.79, -0.43, -1.16, 2.44, 2.26
2023-12-24 18:25:50.293,0.47, -0.79, -0.44, -1.77, 2.62, 4.70
2023-12-24 18:25:50.294,0.46, -0.79, -0.44, -1.22, 2.75, 4.39
2023-12-24 18:25:50.295,0.46, -0.80, -0.44, -0.67, 2.69, 3.17
