Timestamp (Unix),ax,ay,az,gx,gy,gz
2023-12-24 18:23:50.388,8, 1.77
2023-12-24 18:23:50.392,0.45, -0.81, -0.42, -0.49, 2.38, 1.65
2023-12-24 18:23:50.395,0.45, -0.80, -0.42, -0.55, 2.26, 1.53
2023-12-24 18:23:50.396,.26, 1.77
2023-12-24 18:23:50.398,0.45, -0.80, -0.42, -0.49, 2.38, 1.77
2023-12-24 18:23:50.400,0.45, -0.81, -0.42, -0.49, 2.38, 1.65
2023-12-24 18:23:50.402,0.45, -0.80, -0.42, -0.55, 2.26, 1.53
2023-12-24 18:23:50.403,0.45, -0.80, -0.43, -0.55, 2.26, 1.40
2023-12-24 18:23:50.404,0.45, -0.80, -0.43, -0.61, 2.38, 2.01
2023-12-24 18:23:50.405,0.45, -0.80, -0.43, -0.73, 2.44, 2.32
2023-12-24 18:23:50.406,0.45, -0.81, -0.42, -0.67, 2.56, 2.01
2023-12-24 18:23:50.408,0.45, -0.81, -0.42, -0.61, 2.44, 1.89
2023-12-24 18:23:50.409,0.45, -0.81, -0.43, -0.43, 2.14, 1.53
2023-12-24 18:23:50.410,0.45, -0.80, -0.42, -0.49, 2.14, 1.34
2023-12-24 18:23:50.411,0.45, -0.80, -0.43, -0.37, 2.26, 1.53
2023-12-24 18:23:50.412,0.45, -0.81, -0.42, -0.43, 2.26, 2.08
2023-12-24 18:23:50.413,0.45, -0.81, -0.42, -0.43, 2.26, 2.08
2023-12-24 18:23:50.414,0.45, -0.80, -0.42, -0.43, 2.14, 1.46
2023-12-24 18:23:50.415,0.45, -0.80, -0.42, -0.49, 2.20, 1.34
2023-12-24 18:23:50.415,0.45, -0.81, -0.43, -0.49, 2.32, 1.34
2023-12-24 18:23:50.416,0.45, -0.80, -0.42, -0.55, 2.50, 1.71
2023-12-24 18:23:50.417,0.45, -0.81, -0.42, -0.67, 2.38, 2.14
2023-12-24 18:23:50.417,0.45, -0.81, -0.42, -0.73, 2.32, 2.08
2023-12-24 18:23:50.418,0.45, -0.81, -0.43, -0.55, 2.26, 1.83
2023-12-24 18:23:50.419,0.45, -0.80, -0.42, -0.37, 2.26, 1.28
2023-12-24 18:23:50.420,0.45, -0.80, -0.42, -0.37, 2.14, 1.77
2023-12-24 18:23:50.420,0.45, -0.81, -0.42, -0.43, 2.08, 2.08
2023-12-24 18:23:50.421,0.45, -0.81, -0.42, -0.55, 2.08, 1.65
2023-12-24 18:23:50.422,0.45, -0.81, -0.43, -0.43, 2.01, 1.28
2023-12-24 18:23:50.422,0.45, -0.80, -0.43, -0.37, 2.26, 1.28
2023-12-24 18:23:50.423,0.45, -0.80, -0.42, -0.61, 2.50, 1.65
2023-12-24 18:23:50.424,0.45, -0.80, -0.42, -0.85, 2.50, 2.38
