Timestamp (Unix),Sample Nunmber,ax,ay,az,gx,gy,gz
2023-12-25 23:39:12.097,175,0.97, 0.04, 0.32, 26.67, 23.80, 3.54
2023-12-25 23:39:12.098,176,0.94, 0.02, 0.36, 13.98, 30.52, -1.28
2023-12-25 23:39:12.099,177,0.90, 0.02, 0.38, 7.69, 28.87, -4.39
2023-12-25 23:39:12.099,178,0.91, 0.01, 0.38, 7.08, 18.68, 2.08
2023-12-25 23:39:12.103,179,0.92, -0.02, 0.36, 9.09, 8.67, 13.18
2023-12-25 23:39:12.104,180,0.95, -0.04, 0.34, 11.35, 3.97, 20.45
2023-12-25 23:39:12.106,181,0.98, -0.05, 0.31, 12.82, 7.63, 19.71
2023-12-25 23:39:12.107,182,0.97, -0.06, 0.32, 10.13, 15.93, 19.04
2023-12-25 23:39:12.108,183,0.96, -0.07, 0.31, 7.69, 17.21, 18.43
2023-12-25 23:39:12.109,184,0.94, -0.12, 0.31, 5.92, 13.18, 19.41
2023-12-25 23:39:12.109,185,0.95, -0.13, 0.32, 9.09, 8.18, 20.26
2023-12-25 23:39:12.110,186,0.96, -0.12, 0.30, 11.84, 5.25, 23.74
2023-12-25 23:39:12.111,187,0.98, -0.16, 0.29, 12.88, 6.90, 31.80
2023-12-25 23:39:12.111,188,0.98, -0.16, 0.32, 15.50, 15.14, 28.93
2023-12-25 23:39:12.112,189,0.96, -0.15, 0.34, 16.54, 24.23, 8.42
2023-12-25 23:39:12.113,190,0.99, -0.08, 0.33, 16.60, 34.42, -9.70
2023-12-25 23:39:12.113,191,0.94, -0.06, 0.36, 10.56, 47.36, -18.43
2023-12-25 23:39:12.114,192,0.86, -0.03, 0.39, 7.20, 40.95, -17.27
2023-12-25 23:39:12.115,193,0.86, -0.02, 0.39, 3.54, 17.40, -2.08
2023-12-25 23:39:12.115,194,0.87, -0.02, 0.39, 2.14, 6.53, 6.65
2023-12-25 23:39:12.116,195,0.89, -0.03, 0.38, 2.08, -10.68, 17.94
2023-12-25 23:39:12.117,196,0.96, -0.03, 0.35, 1.34, -15.87, 21.36
2023-12-25 23:39:12.118,197,0.98, -0.06, 0.35, -1.53, -5.31, 12.63
2023-12-25 23:39:12.118,198,0.97, -0.06, 0.34, -2.56, 8.00, 2.69
2023-12-25 23:39:12.119,199,0.95, -0.07, 0.37, -4.15, 15.75, -2.14
2023-12-25 23:39:12.121,200,0.92, -0.07, 0.37, -3.11, 15.75, -3.78
2023-12-25 23:39:12.122,201,0.92, -0.06, 0.38, -0.43, 10.86, -2.38
2023-12-25 23:39:12.122,202,0.93, -0.06, 0.38, 0.67, 5.31, 1.83
2023-12-25 23:39:12.123,203,0.95, -0.05, 0.38, 2.44, 5.19, 0.61
2023-12-25 23:39:12.124,204,0.94, -0.05, 0.37, 3.23, 7.93, -0.37
2023-12-25 23:39:12.124,205,0.93, -0.05, 0.37, 3.85, 9.95, -0.43
2023-12-25 23:39:12.125,206,0.93, -0.05, 0.37, 3.11, 9.95, 0.00
2023-12-25 23:39:12.126,207,0.91, -0.05, 0.38, 1.28, 6.41, 4.27
2023-12-25 23:39:12.126,208,0.92, -0.06, 0.37, 0.73, -0.12, 8.61
2023-12-25 23:39:12.127,209,0.94, -0.07, 0.37, 1.65, -2.44, 10.31
2023-12-25 23:39:12.127,210,0.96, -0.06, 0.37, 1.59, 0.92, 7.39
2023-12-25 23:39:12.128,211,0.95, -0.06, 0.38, 2.01, 5.74, 2.81
2023-12-25 23:39:12.129,212,0.95, -0.06, 0.36, 4.33, 8.91, -0.43
2023-12-25 23:39:12.130,213,0.93, -0.06, 0.35, 3.85, 9.89, 1.77
2023-12-25 23:39:12.131,214,0.91, -0.07, 0.36, 2.38, 5.00, 5.31
2023-12-25 23:39:12.132,215,0.91, -0.07, 0.36, 2.01, 1.40, 8.12
2023-12-25 23:39:12.133,216,0.93, -0.08, 0.35, 0.24, -3.72, 14.10
2023-12-25 23:39:12.134,217,0.95, -0.09, 0.34, -0.43, -2.99, 14.40
2023-12-25 23:39:12.134,218,0.95, -0.08, 0.34, -2.81, 2.93, 7.87
2023-12-25 23:39:12.135,219,0.96, -0.09, 0.35, -5.68, 11.29, 5.25
2023-12-25 23:39:12.137,220,0.96, -0.10, 0.36, -5.55, 20.75, -3.11
2023-12-25 23:39:12.139,221,0.95, -0.09, 0.37, -4.33, 27.89, -9.34
2023-12-25 23:39:12.140,222,0.94, -0.08, 0.38, -2.81, 31.98, -13.67
2023-12-25 23:39:12.141,223,0.92, -0.06, 0.38, -0.85, 32.41, -12.70
2023-12-25 23:39:12.141,224,0.89, -0.06, 0.40, -4.21, 27.28, -10.44
2023-12-25 23:39:12.142,225,0.89, -0.05, 0.41, -4.09, 15.87, -4.09
2023-12-25 23:39:12.143,226,0.91, -0.05, 0.41, -4.76, 6.90, 2.08
2023-12-25 23:39:12.144,227,0.92, -0.05, 0.40, -4.82, 4.76, 4.33
2023-12-25 23:39:12.145,228,0.93, -0.05, 0.41, -6.53, 3.91, 5.49
2023-12-25 23:39:12.145,229,0.92, -0.06, 0.41, -6.35, 5.80, 1.46
2023-12-25 23:39:12.146,230,0.94, -0.06, 0.41, -3.85, 7.32, -0.98
2023-12-25 23:39:12.147,231,0.95, -0.05, 0.41, -2.38, 15.99, -6.84
2023-12-25 23:39:12.147,232,0.92, -0.04, 0.42, -2.20, 22.77, -11.47
2023-12-25 23:39:12.148,233,0.91, -0.03, 0.43, -2.44, 22.64, -11.72
2023-12-25 23:39:12.149,234,0.89, -0.03, 0.44, -2.26, 18.37, -8.00
2023-12-25 23:39:12.149,235,0.88, -0.03, 0.45, -2.69, 14.40, -5.19
2023-12-25 23:39:12.150,236,0.89, -0.04, 0.43, -2.81, 4.76, 2.01
2023-12-25 23:39:12.151,237,0.91, -0.06, 0.42, -2.50, 0.92, 4.39
2023-12-25 23:39:12.151,238,0.91, -0.06, 0.41, -2.62, 1.46, 3.54
2023-12-25 23:39:12.152,239,0.96, -0.08, 0.42, -2.69, 2.26, 1.71
2023-12-25 23:39:12.154,240,0.90, -0.05, 0.42, -0.06, 16.48, -10.13
2023-12-25 23:39:12.155,241,0.91, -0.05, 0.42, -1.89, 12.45, -6.47
2023-12-25 23:39:12.155,242,0.94, -0.05, 0.41, -0.31, 11.66, -6.04
2023-12-25 23:39:12.156,243,0.84, -0.02, 0.45, -1.59, 13.00, -4.76
2023-12-25 23:39:12.157,244,0.92, -0.07, 0.41, -2.50, -8.73, 14.04
2023-12-25 23:39:12.157,245,0.95, -0.07, 0.40, -1.71, -8.73, 13.79
2023-12-25 23:39:12.158,246,0.92, -0.05, 0.42, -1.53, -2.75, 9.34
2023-12-25 23:39:12.159,247,0.94, -0.06, 0.41, -2.14, -0.06, 6.65
2023-12-25 23:39:12.160,248,0.93, -0.05, 0.42, -2.81, 10.62, -2.44
2023-12-25 23:39:12.160,249,0.89, -0.03, 0.44, -2.08, 13.37, -5.37
2023-12-25 23:39:12.161,250,0.92, -0.06, 0.42, -2.81, 5.37, 3.78
2023-12-25 23:39:12.162,251,0.86, -0.11, 0.40, -0.31, 4.94, 4.15
2023-12-25 23:39:12.163,252,0.93, -0.08, 0.40, 1.16, -5.62, 8.67
2023-12-25 23:39:12.164,253,0.98, -0.11, 0.38, 2.38, 0.06, 4.33
2023-12-25 23:39:12.165,254,0.93, -0.08, 0.40, 2.14, 12.15, -5.13
2023-12-25 23:39:12.166,255,0.92, -0.08, 0.40, 0.55, 14.83, -7.32
2023-12-25 23:39:12.167,256,0.91, -0.07, 0.41, 0.49, 16.42, -9.77
2023-12-25 23:39:12.167,257,0.89, -0.06, 0.43, 0.61, 13.12, -7.08
2023-12-25 23:39:12.168,258,0.90, -0.05, 0.44, 2.20, 8.18, -3.36
2023-12-25 23:39:12.170,259,0.91, -0.04, 0.43, 4.39, 5.49, 0.24
2023-12-25 23:39:12.172,260,0.90, -0.04, 0.44, 4.46, 3.48, 3.36
2023-12-25 23:39:12.173,261,0.91, -0.04, 0.44, 4.27, 0.37, 5.49
2023-12-25 23:39:12.174,262,0.92, -0.05, 0.42, 2.75, -0.79, 7.14
2023-12-25 23:39:12.175,263,0.91, -0.04, 0.42, 2.44, 1.22, 4.88
2023-12-25 23:39:12.176,264,0.92, -0.03, 0.42, 1.65, 2.20, 3.85
2023-12-25 23:39:12.177,265,0.92, -0.02, 0.44, -1.10, 8.00, -0.92
2023-12-25 23:39:12.178,266,0.91, -0.01, 0.45, -2.14, 11.84, -3.85
2023-12-25 23:39:12.178,267,0.90, -0.01, 0.46, -2.69, 11.35, -4.33
2023-12-25 23:39:12.179,268,0.88, -0.02, 0.46, -3.11, 8.73, -3.36
2023-12-25 23:39:12.179,269,0.89, -0.02, 0.46, -3.11, 3.11, 1.34
2023-12-25 23:39:12.180,270,0.89, -0.02, 0.45, -5.55, -2.50, 4.58
2023-12-25 23:39:12.181,271,0.90, -0.05, 0.45, -6.71, -6.65, 7.08
2023-12-25 23:39:12.182,272,0.92, -0.06, 0.44, -3.60, -6.16, 6.90
2023-12-25 23:39:12.183,273,0.91, -0.05, 0.43, -1.95, -0.92, 3.30
2023-12-25 23:39:12.183,274,0.92, -0.05, 0.44, -3.66, 0.43, 2.93
2023-12-25 23:39:12.184,275,0.92, -0.08, 0.42, -4.33, 0.85, 3.48
2023-12-25 23:39:12.185,276,0.92, -0.07, 0.42, -1.59, 2.81, 0.67
2023-12-25 23:39:12.185,277,0.98, -0.13, 0.39, -0.43, 0.37, 5.19
2023-12-25 23:39:12.188,278,0.94, -0.06, 0.39, 0.61, 14.22, -6.59
2023-12-25 23:39:12.188,279,0.90, -0.04, 0.40, -9.09, 12.21, -7.39
2023-12-25 23:39:12.189,280,0.91, -0.03, 0.44, -18.86, 6.29, -16.66
2023-12-25 23:39:12.190,281,0.89, -0.03, 0.48, -20.45, 3.97, -17.64
2023-12-25 23:39:12.191,282,0.89, -0.02, 0.49, -14.04, 5.13, -13.31
2023-12-25 23:39:12.191,283,0.86, 0.01, 0.47, -7.93, 8.00, -9.64
2023-12-25 23:39:12.192,284,0.86, 0.01, 0.46, -8.91, 2.81, -8.00
2023-12-25 23:39:12.193,285,0.87, -0.02, 0.45, -14.89, -6.59, -5.00
2023-12-25 23:39:12.193,286,0.93, -0.02, 0.46, -18.37, -16.11, -5.07
2023-12-25 23:39:12.194,287,0.93, -0.03, 0.46, -12.27, -6.53, -3.91
2023-12-25 23:39:12.195,288,0.89, -0.07, 0.46, -9.64, 2.44, -1.53
2023-12-25 23:39:12.195,289,0.92, -0.08, 0.41, -2.01, -2.01, 4.15
2023-12-25 23:39:12.196,290,0.91, -0.06, 0.40, 0.67, 1.77, 6.59
2023-12-25 23:39:12.197,291,0.92, -0.08, 0.40, 1.10, -1.16, 13.61
2023-12-25 23:39:12.198,292,0.95, -0.07, 0.40, -0.24, 1.40, 10.07
2023-12-25 23:39:12.199,293,0.93, -0.06, 0.41, -3.30, 6.04, 6.71
2023-12-25 23:39:12.200,294,0.92, -0.07, 0.42, -3.60, 7.45, 0.37
2023-12-25 23:39:12.201,295,0.93, -0.06, 0.41, -3.05, 7.69, -0.55
2023-12-25 23:39:12.201,296,0.91, -0.06, 0.43, -2.20, 10.07, -0.24
2023-12-25 23:39:12.202,297,0.89, -0.05, 0.44, -2.08, 8.48, 0.00
2023-12-25 23:39:12.205,298,0.89, -0.04, 0.44, -1.65, 4.88, 0.37
2023-12-25 23:39:12.206,299,0.89, -0.03, 0.44, -4.39, 3.54, -1.16
2023-12-25 23:39:12.207,300,0.89, -0.03, 0.44, -5.80, 0.73, 0.24
2023-12-25 23:39:12.209,301,0.91, -0.04, 0.44, -5.37, -1.83, 2.26
2023-12-25 23:39:12.209,302,0.91, -0.04, 0.44, -4.94, -2.44, 2.99
