Timestamp (Unix),ax,ay,az,gx,gy,gz
2023-12-24 18:45:27.091,10, -0.98, 1.04, 0.43
2023-12-24 18:45:27.094,1.01, -0.06, 0.09, -0.24, 1.10, -0.31
2023-12-24 18:45:27.095,1.04, 0.06
2023-12-24 18:45:27.102,1.00, -0.06, 0.09, -1.22, 0.92, 0.24
2023-12-24 18:45:27.107,1.00, -0.07, 0.10, -0.98, 1.04, 0.43
2023-12-24 18:45:27.113,1.01, -0.06, 0.09, -0.24, 1.10, -0.31
2023-12-24 18:45:27.120,0.99, -0.18, 0.04, 1.65, -2.44, 6.84
2023-12-24 18:45:27.124,0.99, -0.18, 0.03, 2.32, -2.69, 6.47
2023-12-24 18:45:27.127,1.00, -0.18, 0.03, 2.75, -2.44, 5.62
2023-12-24 18:45:27.129,1.00, -0.18, 0.04, 3.66, -1.77, 5.07
2023-12-24 18:45:27.135,1.00, -0.18, 0.03, 3.97, -1.65, 4.88
2023-12-24 18:45:27.141,1.01, -0.18, 0.03, 4.03, -1.71, 4.21
2023-12-24 18:45:27.142,1.01, -0.17, 0.03, 4.64, -2.08, 3.66
2023-12-24 18:45:27.144,1.01, -0.17, 0.03, 5.13, -1.71, 3.36
2023-12-24 18:45:27.145,1.01, -0.16, 0.03, 5.13, -1.28, 2.87
2023-12-24 18:45:27.146,1.01, -0.15, 0.03, 5.07, -0.85, 2.62
2023-12-24 18:45:27.151,1.01, -0.15, 0.04, 4.64, -0.24, 1.89
2023-12-24 18:45:27.152,1.02, -0.14, 0.05, 4.21, 0.37, 0.85
2023-12-24 18:45:27.152,1.02, -0.14, 0.05, 3.97, 0.61, 0.49
2023-12-24 18:45:27.153,1.02, -0.13, 0.05, 3.48, 1.16, -0.37
2023-12-24 18:45:27.154,1.01, -0.11, 0.04, 2.75, 0.79, -1.22
2023-12-24 18:45:27.155,1.01, -0.10, 0.03, 1.71, 0.73, -1.65
2023-12-24 18:45:27.155,1.00, -0.10, 0.04, 0.18, 0.92, -1.95
2023-12-24 18:45:27.156,1.01, -0.10, 0.04, -0.98, 0.85, -2.50
2023-12-24 18:45:27.157,0.99, -0.09, 0.05, -1.53, 1.28, -2.56
2023-12-24 18:45:27.157,0.99, -0.08, 0.05, -2.20, 1.77, -2.75
2023-12-24 18:45:27.158,0.98, -0.08, 0.04, -3.23, 1.95, -2.26
2023-12-24 18:45:27.159,0.98, -0.08, 0.04, -3.78, 1.65, -1.89
2023-12-24 18:45:27.159,0.97, -0.08, 0.05, -4.58, 0.92, -1.16
2023-12-24 18:45:27.160,0.96, -0.07, 0.05, -5.25, -0.06, -0.31
2023-12-24 18:45:27.160,0.95, -0.08, 0.05, -5.49, -1.34, 0.92
2023-12-24 18:45:27.161,0.96, -0.08, 0.05, -5.07, -1.65, 2.50
2023-12-24 18:45:27.162,0.96, -0.09, 0.04, -3.97, -1.89, 3.72
2023-12-24 18:45:27.162,0.96, -0.10, 0.03, -2.87, -1.83, 4.88
2023-12-24 18:45:27.163,0.97, -0.11, 0.01, -2.38, -1.59, 6.29
2023-12-24 18:45:27.164,0.96, -0.11, -0.00, -2.62, -1.10, 7.75
2023-12-24 18:45:27.164,0.97, -0.14, -0.01, -3.36, -0.98, 8.30
2023-12-24 18:45:27.165,0.99, -0.15, 0.00, -5.07, -2.56, 7.69
2023-12-24 18:45:27.166,1.00, -0.17, 0.01, -5.07, -2.75, 8.30
2023-12-24 18:45:27.169,1.00, -0.18, 0.02, -3.97, -2.75, 7.51
2023-12-24 18:45:27.170,1.00, -0.18, 0.01, -3.66, -2.69, 5.92
2023-12-24 18:45:27.171,1.01, -0.20, 0.02, -2.69, -1.59, 6.29
2023-12-24 18:45:27.171,1.02, -0.20, 0.02, -1.34, -1.22, 5.68
2023-12-24 18:45:27.172,1.02, -0.21, 0.01, -1.10, -1.28, 4.15
2023-12-24 18:45:27.173,1.03, -0.21, 0.02, 0.06, -0.61, 4.27
2023-12-24 18:45:27.173,1.03, -0.21, 0.02, 0.43, -0.37, 3.48
2023-12-24 18:45:27.174,1.02, -0.20, 0.02, 0.67, -0.43, 1.16
2023-12-24 18:45:27.175,1.02, -0.18, 0.02, 1.40, 0.85, 0.06
2023-12-24 18:45:27.176,1.01, -0.17, 0.01, 1.46, 1.53, -1.16
2023-12-24 18:45:27.177,1.00, -0.16, 0.01, 1.04, 1.40, -2.14
2023-12-24 18:45:27.177,0.99, -0.14, 0.02, 0.73, 1.34, -2.32
2023-12-24 18:45:27.178,0.99, -0.14, 0.02, 0.55, 0.85, -2.81
2023-12-24 18:45:27.179,0.98, -0.13, 0.01, 0.31, 0.55, -2.87
2023-12-24 18:45:27.179,0.97, -0.12, 0.01, 0.12, 0.43, -2.20
2023-12-24 18:45:27.180,0.98, -0.12, 0.00, -0.37, 0.49, -1.83
2023-12-24 18:45:27.181,0.99, -0.12, 0.02, -1.04, 0.79, -1.40
2023-12-24 18:45:27.181,0.99, -0.11, 0.00, -1.10, 2.32, -1.71
2023-12-24 18:45:27.182,1.02, -0.12, 0.01, -1.40, 1.95, -1.46
2023-12-24 18:45:27.184,1.00, -0.12, 0.02, -2.08, 0.24, -1.10
2023-12-24 18:45:27.186,1.00, -0.12, 0.02, -1.89, 0.61, -1.83
2023-12-24 18:45:27.186,1.00, -0.11, 0.01, -1.28, 1.04, -1.46
2023-12-24 18:45:27.187,0.99, -0.11, 0.01, -2.01, 0.79, -1.04
2023-12-24 18:45:27.188,0.99, -0.11, 0.02, -1.95, 0.55, -0.92
2023-12-24 18:45:27.188,0.99, -0.11, 0.02, -1.28, 0.79, -0.49
2023-12-24 18:45:27.189,0.99, -0.12, 0.02, -1.04, 0.73, -0.24
2023-12-24 18:45:27.190,0.99, -0.12, 0.02, -0.31, 0.73, 0.49
2023-12-24 18:45:27.190,0.98, -0.12, 0.02, 0.67, 1.22, 1.16
2023-12-24 18:45:27.191,0.98, -0.12, 0.01, 1.34, 2.14, 2.08
2023-12-24 18:45:27.191,0.99, -0.12, 0.00, 1.22, 2.87, 3.23
2023-12-24 18:45:27.192,1.00, -0.13, 0.01, 0.92, 2.69, 3.85
2023-12-24 18:45:27.192,1.01, -0.13, 0.00, 0.55, 2.01, 3.60
2023-12-24 18:45:27.193,1.01, -0.14, 0.01, 0.49, 1.71, 2.93
2023-12-24 18:45:27.194,1.00, -0.13, 0.01, 1.16, 2.26, 2.38
2023-12-24 18:45:27.194,0.99, -0.13, 0.00, 1.10, 2.93, 2.32
2023-12-24 18:45:27.195,1.00, -0.13, 0.00, 0.79, 2.75, 2.50
2023-12-24 18:45:27.196,0.99, -0.13, 0.00, 0.73, 2.75, 2.69
2023-12-24 18:45:27.196,1.00, -0.14, 0.00, 0.31, 2.81, 3.17
2023-12-24 18:45:27.197,1.00, -0.14, 0.01, -0.06, 2.44, 3.11
2023-12-24 18:45:27.197,1.00, -0.14, 0.01, 0.00, 2.93, 2.87
2023-12-24 18:45:27.198,0.99, -0.14, 0.02, 0.00, 3.11, 2.32
2023-12-24 18:45:27.199,1.00, -0.14, 0.02, 0.37, 3.78, 2.26
2023-12-24 18:45:27.201,1.00, -0.14, 0.02, 0.61, 3.78, 2.26
2023-12-24 18:45:27.202,1.00, -0.14, 0.03, 0.85, 3.05, 2.26
2023-12-24 18:45:27.202,1.00, -0.14, 0.02, 1.04, 2.62, 2.14
2023-12-24 18:45:27.203,1.00, -0.13, 0.03, 1.46, 2.62, 2.14
2023-12-24 18:45:27.203,1.00, -0.13, 0.02, 1.89, 2.99, 2.20
2023-12-24 18:45:27.204,1.00, -0.13, 0.03, 2.01, 3.30, 2.50
2023-12-24 18:45:27.205,0.99, -0.13, 0.01, 2.01, 3.17, 2.32
2023-12-24 18:45:27.205,1.00, -0.13, 0.00, 1.53, 4.03, 2.08
2023-12-24 18:45:27.206,1.00, -0.13, 0.01, 0.24, 4.03, 1.53
2023-12-24 18:45:27.207,1.00, -0.12, 0.02, -1.10, 3.05, 0.67
2023-12-24 18:45:27.208,0.99, -0.12, 0.02, -1.40, 2.38, 0.37
2023-12-24 18:45:27.208,0.99, -0.12, 0.02, -1.40, 2.38, 0.49
2023-12-24 18:45:27.209,0.99, -0.12, 0.03, -1.10, 2.32, 0.73
2023-12-24 18:45:27.210,0.98, -0.11, 0.03, -0.61, 2.38, 1.22
2023-12-24 18:45:27.210,0.97, -0.11, 0.03, -0.24, 2.62, 1.95
2023-12-24 18:45:27.211,0.98, -0.11, 0.03, 0.18, 2.44, 2.93
2023-12-24 18:45:27.211,0.97, -0.11, 0.04, 0.73, 1.83, 3.60
2023-12-24 18:45:27.212,0.97, -0.12, 0.04, 1.40, 1.89, 4.58
2023-12-24 18:45:27.213,0.98, -0.13, 0.04, 2.01, 1.95, 5.31
2023-12-24 18:45:27.213,0.99, -0.13, 0.03, 2.75, 2.20, 5.74
2023-12-24 18:45:27.214,0.99, -0.13, 0.03, 3.48, 2.81, 5.92
2023-12-24 18:45:27.214,0.99, -0.14, 0.02, 3.54, 3.05, 5.92
2023-12-24 18:45:27.215,0.99, -0.14, 0.02, 3.17, 2.75, 5.98
2023-12-24 18:45:27.216,1.00, -0.14, 0.02, 2.20, 1.89, 5.74
2023-12-24 18:45:27.218,1.00, -0.14, 0.02, 1.77, 1.59, 5.37
2023-12-24 18:45:27.219,1.00, -0.13, 0.02, 1.22, 1.77, 4.76
2023-12-24 18:45:27.219,0.99, -0.14, 0.03, 0.92, 1.89, 4.21
2023-12-24 18:45:27.220,0.98, -0.13, 0.02, 0.98, 1.89, 3.91
2023-12-24 18:45:27.221,0.98, -0.14, 0.02, 1.28, 5.19, 4.09
2023-12-24 18:45:27.221,0.99, -0.15, 0.01, 0.24, 3.54, 4.33
2023-12-24 18:45:27.222,1.00, -0.13, 0.01, -0.24, 2.50, 4.82
2023-12-24 18:45:27.223,0.99, -0.15, 0.02, -1.71, 1.34, 4.21
2023-12-24 18:45:27.223,1.00, -0.15, 0.03, -1.46, 1.40, 3.78
2023-12-24 18:45:27.224,1.00, -0.14, 0.03, -1.28, 1.89, 3.42
2023-12-24 18:45:27.224,1.00, -0.14, 0.04, -1.04, 2.75, 2.87
2023-12-24 18:45:27.225,0.98, -0.14, 0.03, -0.49, 2.75, 2.26
2023-12-24 18:45:27.226,0.97, -0.13, 0.03, -0.73, 2.93, 2.56
2023-12-24 18:45:27.226,0.98, -0.15, 0.04, -1.10, 2.50, 3.78
2023-12-24 18:45:27.227,0.98, -0.14, 0.05, -0.85, 1.65, 4.39
2023-12-24 18:45:27.228,0.99, -0.15, 0.05, -0.49, 1.65, 4.27
2023-12-24 18:45:27.228,0.99, -0.15, 0.04, 0.18, 2.08, 3.72
2023-12-24 18:45:27.229,1.00, -0.15, 0.04, 0.00, 1.95, 3.23
2023-12-24 18:45:27.229,0.99, -0.15, 0.03, -0.37, 1.46, 2.93
2023-12-24 18:45:27.230,0.98, -0.15, 0.04, -0.98, 0.55, 2.44
2023-12-24 18:45:27.231,0.97, -0.14, 0.04, -1.04, -0.49, 2.20
2023-12-24 18:45:27.231,0.98, -0.14, 0.04, -1.04, -1.16, 2.56
2023-12-24 18:45:27.232,0.99, -0.14, 0.04, -0.73, -1.46, 2.75
2023-12-24 18:45:27.233,0.99, -0.15, 0.04, 0.24, -1.83, 2.75
2023-12-24 18:45:27.235,0.99, -0.15, 0.03, 1.28, -2.32, 2.50
2023-12-24 18:45:27.235,0.98, -0.14, 0.02, 1.95, -2.14, 2.56
2023-12-24 18:45:27.236,0.98, -0.14, 0.01, 2.08, -1.04, 3.11
2023-12-24 18:45:27.237,0.98, -0.14, 0.01, 1.95, -0.73, 3.42
2023-12-24 18:45:27.237,0.99, -0.14, 0.01, 1.46, -0.79, 3.72
2023-12-24 18:45:27.238,0.99, -0.15, 0.02, 1.16, -1.10, 3.66
2023-12-24 18:45:27.238,1.00, -0.15, 0.01, 1.22, -1.28, 3.42
2023-12-24 18:45:27.239,1.00, -0.15, 0.01, 1.34, -1.28, 3.42
2023-12-24 18:45:27.240,0.99, -0.14, 0.01, 1.46, -0.98, 3.23
