Timestamp (Unix),ax,ay,az,gx,gy,gz
2023-12-24 18:39:35.480,0.83, -0.37, -0.47, 1.65, 1.59, -2.75
2023-12-24 18:39:35.487,0.83, -0.36, -0.45, 1.71, 1.95, -2.38
2023-12-24 18:39:35.490,0.84, -0.37, -0.46, -0.92, 3.05, 0.73
2023-12-24 18:39:35.493,0.84, -0.37, -0.46, -1.95, 3.23, 2.62
2023-12-24 18:39:35.495,0.83, -0.37, -0.47, -3.11, 2.93, 5.92
2023-12-24 18:39:35.496,0.82, -0.38, -0.48, -2.26, 3.60, 5.92
2023-12-24 18:39:35.498,0.81, -0.38, -0.47, -0.43, 2.44, 2.87
2023-12-24 18:39:35.501,0.83, -0.38, -0.47, 0.85, 1.65, -0.92
2023-12-24 18:39:35.503,0.83, -0.37, -0.46, 1.28, 0.06, -1.77
2023-12-24 18:39:35.504,0.83, -0.37, -0.45, 0.98, 2.01, -0.79
2023-12-24 18:39:35.507,0.83, -0.37, -0.46, -0.31, 1.10, 2.81
2023-12-24 18:39:35.509,0.83, -0.37, -0.47, -1.22, 2.26, 4.27
2023-12-24 18:39:35.510,0.82, -0.37, -0.47, -1.53, 2.38, 4.52
2023-12-24 18:39:35.511,0.82, -0.38, -0.47, -1.04, 2.20, 3.11
2023-12-24 18:39:35.514,0.83, -0.37, -0.47, -0.12, 2.81, 0.24
2023-12-24 18:39:35.515,0.83, -0.37, -0.46, 0.06, 2.81, -1.46
2023-12-24 18:39:35.519,0.84, -0.37, -0.46, -0.67, 2.87, 0.61
2023-12-24 18:39:35.521,0.83, -0.36, -0.45, -1.28, 2.99, 2.38
2023-12-24 18:39:35.522,0.83, -0.38, -0.47, -1.83, 2.75, 4.64
2023-12-24 18:39:35.522,0.82, -0.37, -0.47, -0.67, 1.46, 3.66
2023-12-24 18:39:35.523,0.83, -0.38, -0.47, 0.00, 2.38, 1.40
2023-12-24 18:39:35.524,0.83, -0.37, -0.46, 0.92, 1.89, -0.18
2023-12-24 18:39:35.525,0.83, -0.37, -0.46, 0.67, 0.37, -0.73
2023-12-24 18:39:35.526,0.84, -0.37, -0.46, -0.18, 2.14, 0.12
2023-12-24 18:39:35.527,0.83, -0.37, -0.47, -0.73, 1.71, 2.93
2023-12-24 18:39:35.527,0.83, -0.37, -0.47, -1.22, 3.05, 3.42
2023-12-24 18:39:35.528,0.82, -0.37, -0.48, -1.28, 1.65, 3.72
2023-12-24 18:39:35.528,0.82, -0.37, -0.46, -0.55, 3.54, 0.92
2023-12-24 18:39:35.529,0.82, -0.37, -0.46, 0.00, 2.26, 0.43
2023-12-24 18:39:35.530,0.83, -0.37, -0.47, -0.43, 2.75, -0.06
2023-12-24 18:39:35.530,0.83, -0.37, -0.46, -0.67, 2.20, 0.98
2023-12-24 18:39:35.531,0.83, -0.37, -0.46, -0.98, 2.56, 2.75
2023-12-24 18:39:35.532,0.82, -0.37, -0.47, -0.79, 2.14, 3.23
2023-12-24 18:39:35.536,0.82, -0.37, -0.47, -0.55, 1.89, 2.69
2023-12-24 18:39:35.537,0.83, -0.37, -0.46, 0.24, 2.32, 0.12
2023-12-24 18:39:35.537,0.83, -0.38, -0.47, -0.12, 0.79, 0.67
2023-12-24 18:39:35.538,0.83, -0.37, -0.46, -0.49, 2.99, 0.37
2023-12-24 18:39:35.539,0.83, -0.36, -0.46, -0.43, 1.46, 1.77
2023-12-24 18:39:35.539,0.83, -0.37, -0.47, -1.16, 3.11, 3.11
2023-12-24 18:39:35.540,0.82, -0.37, -0.46, -0.98, 2.20, 2.93
2023-12-24 18:39:35.541,0.82, -0.38, -0.47, -0.61, 2.62, 1.83
2023-12-24 18:39:35.541,0.82, -0.37, -0.46, 0.12, 1.77, 0.79
2023-12-24 18:39:35.542,0.83, -0.37, -0.47, -0.18, 2.08, 0.67
2023-12-24 18:39:35.542,0.83, -0.37, -0.47, -0.55, 2.20, 1.46
2023-12-24 18:39:35.543,0.83, -0.37, -0.47, -1.22, 1.95, 2.99
